Date,Open,High,Low,Close,Adj Close,Volume
05/06/2019,126.389999,128.56,126.110001,128.149994,126.476624,24239800
05/07/2019,126.459999,127.18,124.220001,125.519997,123.880966,36017700
05/08/2019,125.440002,126.37,124.75,125.510002,123.871117,28419000
05/09/2019,124.290001,125.79,123.57,125.5,123.861244,27235800
05/10/2019,124.910004,127.93,123.82,127.129997,125.469955,30915100
05/13/2019,124.110001,125.55,123.040001,123.349998,121.739311,33944900
05/14/2019,123.870003,125.88,123.699997,124.730003,123.101303,25266300
05/15/2019,124.260002,126.71,123.699997,126.019997,124.834839,24722700
05/16/2019,126.75,129.38,126.459999,128.929993,127.717468,30112200
05/17/2019,128.309998,130.46,127.919998,128.070007,126.86557,25770500
05/20/2019,126.519997,127.59,125.760002,126.220001,125.032967,23706900
05/21/2019,127.43,127.53,126.580002,126.900002,125.706573,15293300
05/22/2019,126.620003,128.24,126.519997,127.669998,126.469322,15396500
05/23/2019,126.199997,126.29,124.739998,126.18,124.99334,23603800
05/24/2019,126.910004,127.42,125.970001,126.239998,125.052765,14123400
05/28/2019,126.980003,128.00,126.050003,126.160004,124.973534,23128400
05/29/2019,125.379997,125.39,124.040001,124.940002,123.764999,22763100
05/30/2019,125.260002,125.76,124.779999,125.730003,124.547562,16829600
05/31/2019,124.230003,124.62,123.32,123.68,122.516846,26646800
06/03/2019,123.849998,124.37,119.010002,119.839996,118.712952,37983600
06/04/2019,121.279999,123.28,120.650002,123.160004,122.00174,29382600
06/05/2019,124.949997,125.87,124.209999,125.830002,124.646629,24926100
06/06/2019,126.440002,127.97,125.599998,127.82,126.617912,21459000
06/07/2019,129.190002,132.25,128.259995,131.399994,130.16423,33885600
06/10/2019,132.399994,134.08,132,132.600006,131.352966,26477100
06/11/2019,133.880005,134.24,131.279999,132.100006,130.857666,23913700
06/12/2019,131.399994,131.97,130.710007,131.490005,130.253403,17084700
06/13/2019,131.979996,133.00,131.559998,132.320007,131.075592,17200800
06/14/2019,132.259995,133.79,131.639999,132.449997,131.204376,17821700
06/17/2019,132.630005,133.73,132.529999,132.850006,131.600616,14517800
06/18/2019,134.190002,135.24,133.570007,135.160004,133.888885,25934500
06/19/2019,135,135.93,133.809998,135.690002,134.41391,23744400
06/20/2019,137.449997,137.66,135.720001,136.949997,135.662033,33042600
06/21/2019,136.580002,137.73,136.460007,136.970001,135.68187,36727900
06/24/2019,137,138.40,137,137.779999,136.484238,20628800
06/25/2019,137.25,137.59,132.729996,133.429993,132.17514,33327400
06/26/2019,134.350006,135.74,133.600006,133.929993,132.670441,23657700
06/27/2019,134.139999,134.71,133.509995,134.149994,132.888367,16557500
06/28/2019,134.570007,134.60,133.160004,133.960007,132.70018,30043000
07/01/2019,136.630005,136.70,134.970001,135.679993,134.403992,22654200
07/02/2019,136.119995,136.59,135.339996,136.580002,135.295517,15237800
07/03/2019,136.800003,137.74,136.289993,137.460007,136.167252,13629300
07/05/2019,135.940002,137.33,135.720001,137.059998,135.771011,18141100
07/08/2019,136.399994,137.10,135.369995,136.960007,135.671951,16779700
07/09/2019,136,136.97,135.800003,136.460007,135.176666,19953100
07/10/2019,137.130005,138.58,137.020004,137.850006,136.553604,24204400
07/11/2019,138.199997,139.22,137.869995,138.399994,137.098404,22327900
07/12/2019,138.850006,139.13,138.009995,138.899994,137.593704,18936800
07/15/2019,139.440002,139.54,138.460007,138.899994,137.593704,16651500
07/16/2019,138.960007,139.05,136.520004,137.080002,135.790817,22726100
07/17/2019,137.699997,137.93,136.220001,136.270004,134.988449,20211000
07/18/2019,135.550003,136.62,134.669998,136.419998,135.137039,30808700
07/19/2019,140.220001,140.67,136.449997,136.619995,135.335144,48992400
07/22/2019,137.410004,139.19,137.330002,138.429993,137.128113,25074900
07/23/2019,139.759995,139.99,138.029999,139.289993,137.980042,18034600
07/24/2019,138.899994,140.74,138.850006,140.720001,139.396591,20738300
07/25/2019,140.429993,140.61,139.320007,140.190002,138.871582,18356900
07/26/2019,140.369995,141.68,140.300003,141.339996,140.010757,19037600
07/29/2019,141.5,141.51,139.369995,141.029999,139.703674,16605900
07/30/2019,140.139999,141.22,139.800003,140.350006,139.030075,16846500
07/31/2019,140.330002,140.49,135.080002,136.270004,134.988449,38598800
08/01/2019,137,140.94,136.929993,138.059998,136.761597,40557500
08/02/2019,138.089996,138.32,135.259995,136.899994,135.612503,30791600
08/05/2019,133.300003,133.93,130.779999,132.210007,130.966629,42749600
08/06/2019,133.800003,135.68,133.210007,134.690002,133.423309,32696700
08/07/2019,133.789993,135.65,131.830002,135.279999,134.007736,33414500
08/08/2019,136.600006,138.99,135.929993,138.889999,137.583801,27496500
08/09/2019,138.610001,139.38,136.460007,137.710007,136.414917,23466700
08/12/2019,137.070007,137.86,135.240005,135.789993,134.512939,20476600
08/13/2019,136.050003,138.80,135,138.600006,137.296539,25154600
08/14/2019,136.360001,136.92,133.669998,133.979996,133.161926,32527300
08/15/2019,134.389999,134.58,132.25,133.679993,132.863754,28074400
08/16/2019,134.880005,136.46,134.720001,136.130005,135.298813,24449100
08/19/2019,137.850006,138.55,136.889999,138.410004,137.564896,24355700
08/20/2019,138.210007,138.71,137.240005,137.259995,136.421906,21170800
08/21/2019,138.550003,139.49,138,138.789993,137.942551,14970300
08/22/2019,138.660004,139.20,136.289993,137.779999,136.938721,18697000
08/23/2019,137.190002,138.35,132.800003,133.389999,132.575531,38508600
08/26/2019,134.990005,135.56,133.899994,135.449997,134.622955,20312600
08/27/2019,136.389999,136.72,134.660004,135.740005,134.911179,23102100
08/28/2019,134.880005,135.76,133.550003,135.559998,134.732269,17393300
08/29/2019,137.25,138.44,136.910004,138.119995,137.276642,20168700
08/30/2019,139.149994,139.18,136.270004,137.860001,137.01825,23940100
09/03/2019,136.610001,137.20,135.699997,136.039993,135.209351,18869300
09/04/2019,137.300003,137.69,136.479996,137.630005,136.789658,17995900
09/05/2019,139.110001,140.38,138.759995,140.050003,139.19487,26101800
09/06/2019,140.029999,140.18,138.199997,139.100006,138.250671,20824500
09/09/2019,139.589996,139.75,136.460007,137.520004,136.680328,25773900
09/10/2019,136.800003,136.89,134.509995,136.080002,135.249115,28903400
09/11/2019,135.910004,136.27,135.089996,136.119995,135.288849,24726100
09/12/2019,137.850006,138.42,136.869995,137.520004,136.680328,27010000
09/13/2019,137.779999,138.06,136.570007,137.320007,136.481537,23363100
09/16/2019,135.830002,136.70,135.660004,136.330002,135.497589,16731400
09/17/2019,136.960007,137.52,136.429993,137.389999,136.551117,17814200
09/18/2019,137.360001,138.67,136.529999,138.520004,137.67421,23982100
09/19/2019,140.300003,142.37,140.070007,141.070007,140.208649,35772100
09/20/2019,141.009995,141.65,138.25,139.440002,138.588593,39167300
09/23/2019,139.229996,139.63,138.440002,139.139999,138.290421,17139300
09/24/2019,140.360001,140.69,136.880005,137.380005,136.541183,29773200
09/25/2019,137.5,139.96,136.029999,139.360001,138.509079,21382000
09/26/2019,139.440002,140.18,138.440002,139.539993,138.687973,17456600
09/27/2019,140.149994,140.36,136.649994,137.729996,136.889023,22477700
09/30/2019,138.050003,139.22,137.779999,139.029999,138.181091,17280900
10/01/2019,139.660004,140.25,137,137.070007,136.233078,21466600
10/02/2019,136.25,136.37,133.580002,134.649994,133.827835,30521700
10/03/2019,134.949997,136.75,133.220001,136.279999,135.447891,24132900
10/04/2019,136.75,138.25,136.419998,138.119995,137.276642,22897700
10/07/2019,137.139999,138.18,137.020004,137.119995,136.282761,15303700
10/08/2019,137.080002,137.76,135.619995,135.669998,134.841614,25550500
10/09/2019,137.460007,138.70,136.970001,138.240005,137.39592,19749900
10/10/2019,138.490005,139.67,138.25,139.100006,138.250671,17654600
10/11/2019,140.119995,141.03,139.5,139.679993,138.827118,25446000
10/14/2019,139.690002,140.29,139.520004,139.550003,138.697922,13304300
10/15/2019,140.059998,141.79,139.809998,141.570007,140.705597,19695700
10/16/2019,140.789993,140.99,139.529999,140.410004,139.552673,20751600
10/17/2019,140.949997,141.42,139.020004,139.690002,138.837067,21460600
10/18/2019,139.759995,140.00,136.559998,137.410004,136.570984,32273500
10/21/2019,138.449997,138.50,137.009995,138.429993,137.584747,20078200
10/22/2019,138.970001,140.01,136.259995,136.369995,135.537338,27431000
10/23/2019,136.880005,137.45,135.610001,137.240005,136.402039,29844600
10/24/2019,139.389999,140.42,138.669998,139.940002,139.085556,37029300
10/25/2019,139.339996,141.14,139.199997,140.729996,139.870712,25274600
10/28/2019,144.399994,145.67,143.509995,144.190002,143.309601,35280100
10/29/2019,144.080002,144.50,142.649994,142.830002,141.957901,20519700
10/30/2019,143.520004,145.00,142.789993,144.610001,143.727036,18471700
10/31/2019,144.899994,144.93,142.990005,143.369995,142.494583,24596200
11/01/2019,144.259995,144.42,142.970001,143.720001,142.842468,33119200
11/04/2019,144.830002,145.00,144.160004,144.550003,143.667404,16912000
11/05/2019,144.970001,145.02,143.910004,144.460007,143.577957,18250200
11/06/2019,144.369995,144.52,143.199997,144.059998,143.180374,16575800
11/07/2019,143.839996,144.88,143.770004,144.259995,143.37915,17786700
11/08/2019,143.979996,145.99,143.759995,145.960007,145.068787,16732700
11/11/2019,145.339996,146.42,144.729996,146.110001,145.217865,14362600
11/12/2019,146.279999,147.57,146.059998,147.070007,146.172012,18641600
11/13/2019,146.740005,147.46,146.279999,147.309998,146.410538,16919200
11/14/2019,147.020004,148.41,147,148.059998,147.15596,19729800
11/15/2019,148.929993,149.99,148.270004,149.970001,149.054306,23485700
11/18/2019,150.070007,150.55,148.979996,150.339996,149.422043,21534000
11/19/2019,150.880005,151.33,150.199997,150.389999,149.471725,23935700
11/20/2019,150.309998,150.84,148.460007,149.619995,149.212433,25696800
11/21/2019,149.399994,149.80,148.5,149.479996,149.072815,18576100
11/22/2019,150.070007,150.30,148.820007,149.589996,149.182526,15901800
11/25/2019,150,151.35,149.919998,151.229996,150.818054,22420900
11/26/2019,151.360001,152.42,151.320007,152.029999,151.615875,24620100
11/27/2019,152.330002,152.50,151.520004,152.320007,151.90509,15184400
11/29/2019,152.100006,152.30,151.279999,151.380005,150.967651,11977300
12/02/2019,151.809998,151.83,148.320007,149.550003,149.142639,27418400
12/03/2019,147.490005,149.43,146.649994,149.309998,148.90329,24066000
12/04/2019,150.139999,150.18,149.199997,149.850006,149.441818,17574700
12/05/2019,150.050003,150.32,149.479996,149.929993,149.521591,17869100
12/06/2019,150.990005,151.87,150.270004,151.75,151.336639,16403500
12/09/2019,151.070007,152.21,150.910004,151.360001,150.947708,16687400
12/10/2019,151.289993,151.89,150.759995,151.130005,150.718338,16476100
12/11/2019,151.539993,151.87,150.330002,151.699997,151.286774,18856600
12/12/2019,151.649994,153.44,151.020004,153.240005,152.822586,24612100
12/13/2019,153,154.89,152.830002,154.529999,154.10907,23845400
12/16/2019,155.110001,155.90,154.820007,155.529999,155.106339,24144200
12/17/2019,155.449997,155.71,154.449997,154.690002,154.268631,25425600
12/18/2019,154.300003,155.48,154.179993,154.369995,153.949509,24129200
12/19/2019,154,155.77,153.75,155.710007,155.285858,24958900
12/20/2019,157.350006,158.49,156.289993,157.410004,156.981232,53477500
12/23/2019,158.119995,158.12,157.270004,157.410004,156.981232,17718200
12/24/2019,157.479996,157.71,157.119995,157.380005,156.951309,8989200
12/26/2019,157.559998,158.73,157.399994,158.669998,158.237793,14520600
12/27/2019,159.449997,159.55,158.220001,158.960007,158.527008,18412800
12/30/2019,158.990005,159.02,156.729996,157.589996,157.160736,16348400
12/31/2019,156.770004,157.77,156.449997,157.699997,157.270432,18369400
01/02/2020,158.779999,160.73,158.330002,160.619995,160.18248,22622100
01/03/2020,158.320007,159.95,158.059998,158.619995,158.187927,21116200
01/06/2020,157.080002,159.10,156.509995,159.029999,158.596817,20813700
01/07/2020,159.320007,159.67,157.320007,157.580002,157.150772,21634100
01/08/2020,158.929993,160.80,157.949997,160.089996,159.653915,27746500
01/09/2020,161.839996,162.22,161.029999,162.089996,161.648468,21385000
01/10/2020,162.820007,163.22,161.179993,161.339996,160.900513,20725900
01/13/2020,161.759995,163.31,161.259995,163.279999,162.835236,21626500
01/14/2020,163.389999,163.60,161.720001,162.130005,161.68837,23477400
01/15/2020,162.619995,163.94,162.570007,163.179993,162.735504,21417900
01/16/2020,164.350006,166.24,164.029999,166.169998,165.717361,23865400
01/17/2020,167.419998,167.47,165.429993,167.100006,166.644836,34371700
01/21/2020,166.679993,168.19,166.429993,166.5,166.046463,29517200
01/22/2020,167.399994,167.49,165.679993,165.699997,165.248642,24138800
01/23/2020,166.190002,166.80,165.270004,166.720001,166.265869,19680800
01/24/2020,167.509995,167.53,164.449997,165.039993,164.590439,24918100
01/27/2020,161.149994,163.38,160.199997,162.279999,161.837952,32078100
01/28/2020,163.779999,165.76,163.070007,165.460007,165.009308,24899900
01/29/2020,167.839996,168.75,165.690002,168.039993,167.58226,34754500
01/30/2020,174.050003,174.05,170.789993,172.779999,172.309357,51597500
01/31/2020,172.210007,172.40,169.580002,170.229996,169.766296,36142700
02/03/2020,170.429993,174.50,170.399994,174.380005,173.904999,30149100
02/04/2020,177.139999,180.64,176.309998,180.119995,179.629364,36433300
02/05/2020,184.029999,184.20,178.410004,179.899994,179.409958,39186300
02/06/2020,180.970001,183.82,180.059998,183.630005,183.129807,27751400
02/07/2020,182.850006,185.63,182.479996,183.889999,183.389099,33529100
02/10/2020,183.580002,188.84,183.25,188.699997,188.185989,35844300
02/11/2020,190.649994,190.70,183.5,184.440002,183.937607,53159900
02/12/2020,185.580002,185.85,181.850006,184.710007,184.206863,47062900
02/13/2020,183.080002,186.23,182.869995,183.710007,183.209595,35295800
02/14/2020,183.25,185.41,182.649994,185.350006,184.845123,23149500
02/18/2020,185.610001,187.70,185.5,187.229996,186.720001,27792200
02/19/2020,188.059998,188.18,186.470001,187.279999,187.279999,29997500
02/20/2020,186.949997,187.25,181.100006,184.419998,184.419998,36862400
02/21/2020,183.169998,183.50,177.25,178.589996,178.589996,48572600
02/24/2020,167.770004,174.55,163.229996,170.889999,170.889999,68311100
02/25/2020,174.199997,174.84,167.649994,168.070007,168.070007,68073300
02/26/2020,169.710007,173.26,168.210007,170.169998,170.169998,56206100
02/27/2020,163.320007,167.03,157.979996,158.179993,158.179993,93174900
02/28/2020,152.410004,163.71,152,162.009995,162.009995,97073600
03/02/2020,165.309998,172.92,162.309998,172.789993,172.789993,71030800
03/03/2020,173.800003,175.00,162.259995,164.509995,164.509995,71677000
03/04/2020,168.490005,170.70,165.619995,170.550003,170.550003,49814400
03/05/2020,166.050003,170.87,165.690002,166.270004,166.270004,47817300
03/06/2020,162.610001,163.11,156,161.570007,161.570007,72821100
03/09/2020,151,157.75,150,150.619995,150.619995,70419300
03/10/2020,158.160004,161.03,152.580002,160.919998,160.919998,65354400
03/11/2020,157.130005,157.70,151.149994,153.630005,153.630005,56371600
03/12/2020,145.300003,153.47,138.580002,139.059998,139.059998,93226400
03/13/2020,147.5,161.91,140.729996,158.830002,158.830002,92727400
03/16/2020,140,149.35,135,135.419998,135.419998,87905900
03/17/2020,140,147.50,135,146.570007,146.570007,81059800
03/18/2020,138,146.00,135.020004,140.399994,140.399994,81593200
03/19/2020,142.770004,150.15,139,142.710007,142.710007,85922700
03/20/2020,146,147.10,135.860001,137.350006,137.350006,84866200
03/23/2020,137.009995,140.57,132.520004,135.979996,135.979996,78975200
03/24/2020,143.75,149.60,141.270004,148.339996,148.339996,82516700
03/25/2020,148.910004,154.33,144.440002,146.919998,146.919998,75638200
03/26/2020,148.399994,156.66,148.369995,156.110001,156.110001,64568100
03/27/2020,151.75,154.89,149.199997,149.699997,149.699997,57042300
03/30/2020,152.440002,160.60,150.009995,160.229996,160.229996,63420300
03/31/2020,159.399994,164.78,156.559998,157.710007,157.710007,77927200
04/01/2020,153,157.75,150.820007,152.110001,152.110001,57969900
04/02/2020,151.860001,155.48,150.360001,155.259995,155.259995,49630700
04/03/2020,155.100006,157.38,152.190002,153.830002,153.830002,41243300
04/06/2020,160.320007,166.50,157.580002,165.270004,165.270004,67111700
04/07/2020,169.589996,170.00,163.259995,163.490005,163.490005,62769000
04/08/2020,165.669998,166.67,163.5,165.130005,165.130005,48318200
04/09/2020,166.360001,167.37,163.330002,165.139999,165.139999,51431800
04/13/2020,164.350006,165.57,162.300003,165.509995,165.509995,41905300
04/14/2020,169,173.75,168,173.699997,173.699997,52874300
04/15/2020,171.199997,173.57,169.240005,171.880005,171.880005,40940800
04/16/2020,174.300003,177.28,172.899994,177.039993,177.039993,50479600
04/17/2020,179.5,180.00,175.869995,178.600006,178.600006,52765600
04/20/2020,176.630005,178.75,174.990005,175.059998,175.059998,36669600
04/21/2020,173.5,173.67,166.110001,167.820007,167.820007,56203700
04/22/2020,171.389999,174.00,170.820007,173.520004,173.520004,34651600
04/23/2020,174.110001,175.06,170.910004,171.419998,171.419998,32790800
04/24/2020,172.059998,174.56,170.710007,174.550003,174.550003,34305300
04/27/2020,176.589996,176.90,173.300003,174.050003,174.050003,33194400
04/28/2020,175.589996,175.67,169.389999,169.809998,169.809998,34392700
04/29/2020,173.220001,177.68,171.880005,177.429993,177.429993,51286600
04/30/2020,180,180.40,176.229996,179.210007,179.210007,53875900
05/01/2020,175.800003,178.64,174.009995,174.570007,174.570007,39311700
05/04/2020,174.490005,178.07,173.800003,177.649902,177.649902,13166632
